MRC16-95
   1.000000  0.000078
   0.991277  0.002152
   0.978383  0.005202
   0.961495  0.009173
   0.942722  0.013563
   0.923460  0.018037
   0.904124  0.022490
   0.884777  0.026893
   0.865439  0.031244
   0.846139  0.035521
   0.826872  0.039708
   0.807626  0.043795
   0.788389  0.047774
   0.769156  0.051636
   0.749919  0.055379
   0.730676  0.058996
   0.711424  0.062483
   0.692162  0.065838
   0.672891  0.069055
   0.653614  0.072132
   0.634332  0.075060
   0.615046  0.077837
   0.595758  0.080454
   0.576469  0.082907
   0.557181  0.085191
   0.537895  0.087297
   0.518613  0.089220
   0.499338  0.090954
   0.480072  0.092493
   0.460818  0.093826
   0.441581  0.094949
   0.422364  0.095851
   0.403171  0.096525
   0.384009  0.096962
   0.364883  0.097151
   0.345798  0.097084
   0.326765  0.096749
   0.307789  0.096134
   0.288882  0.095228
   0.270054  0.094017
   0.251320  0.092486
   0.232693  0.090621
   0.214189  0.088406
   0.195832  0.085826
   0.177663  0.082864
   0.159721  0.079495
   0.142048  0.075695
   0.124697  0.071437
   0.107738  0.066701
   0.091267  0.061463
   0.075417  0.055712
   0.060384  0.049464
   0.046469  0.042796
   0.034113  0.035911
   0.023820  0.029178
   0.015858  0.023010
   0.010047  0.017631
   0.005938  0.013013
   0.003100  0.009012
   0.001241  0.005472
   0.000229  0.002271
   0.000020 -0.000649
   0.000637 -0.003552
   0.002243 -0.006410
   0.004901 -0.009086
   0.008672 -0.011594
   0.013780 -0.014040
   0.020701 -0.016527
   0.030110 -0.019107
   0.042534 -0.021713
   0.057734 -0.024173
   0.074795 -0.026341
   0.092878 -0.028185
   0.111508 -0.029730
   0.130458 -0.031019
   0.149615 -0.032087
   0.168915 -0.032966
   0.188320 -0.033678
   0.207806 -0.034241
   0.227355 -0.034671
   0.246954 -0.034979
   0.266592 -0.035177
   0.286264 -0.035273
   0.305967 -0.035272
   0.325693 -0.035185
   0.345440 -0.035014
   0.365203 -0.034766
   0.384982 -0.034444
   0.404777 -0.034054
   0.424585 -0.033598
   0.444405 -0.033081
   0.464236 -0.032507
   0.484073 -0.031878
   0.503909 -0.031196
   0.523742 -0.030460
   0.543572 -0.029670
   0.563403 -0.028825
   0.583237 -0.027927
   0.603072 -0.026977
   0.622908 -0.025977
   0.642745 -0.024927
   0.662581 -0.023828
   0.682422 -0.022680
   0.702270 -0.021487
   0.722128 -0.020249
   0.742002 -0.018974
   0.761893 -0.017665
   0.781797 -0.016328
   0.801710 -0.014968
   0.821623 -0.013587
   0.841528 -0.012183
   0.861433 -0.010752
   0.881356 -0.009298
   0.901305 -0.007828
   0.921240 -0.006361
   0.941068 -0.004915
   0.960396 -0.003514
   0.977782 -0.002254
   0.991041 -0.001288
   1.000000 -0.000629
