GW 31
    1.000178      0.0009837356
   0.9956881      0.001906829
   0.9893752      0.003214641
   0.9816003      0.004839637
   0.9723052      0.006797253
   0.9616837      0.009039952
   0.9501659      0.01146976
   0.9381414      0.01400340
   0.9258592      0.01659232
   0.9134764      0.01920142
   0.9010820      0.02180205
   0.8886940      0.02437932
   0.8763051      0.02692970
   0.8638997      0.02945497
   0.8514571      0.03196509
   0.8389829      0.03446815
   0.8265080      0.03696253
   0.8140535      0.03943818
   0.8016117      0.04189123
   0.7891740      0.04432195
   0.7767482      0.04672863
   0.7643378      0.04910552
   0.7519307      0.05145294
   0.7395302      0.05377007
   0.7271420      0.05605303
   0.7147618      0.05829915
   0.7023841      0.06050850
   0.6900167      0.06267839
   0.6776574      0.06480512
   0.6652998      0.06688916
   0.6529493      0.06892839
   0.6406111      0.07091883
   0.6282775      0.07285801
   0.6159453      0.07474681
   0.6036245      0.07658146
   0.5913118      0.07835871
   0.5790045      0.08007736
   0.5667036      0.08173538
   0.5544099      0.08333089
   0.5421288      0.08486049
   0.5298561      0.08632077
   0.5175879      0.08771166
   0.5053329      0.08902990
   0.4930912      0.09027151
   0.4808571      0.09143450
   0.4686325      0.09251777
   0.4564258      0.09351716
   0.4442306      0.09442909
   0.4320461      0.09525281
   0.4198792      0.09598470
   0.4077286      0.09662137
   0.3955922      0.09716041
   0.3834733      0.09759978
   0.3713771      0.09793570
   0.3593033      0.09816421
   0.3472465      0.09828268
   0.3352130      0.09829017
   0.3232120      0.09818129
   0.3112330      0.09795224
   0.2992819      0.09760267
   0.2873696      0.09712772
   0.2754928      0.09652263
   0.2636483      0.09578468
   0.2518483      0.09491266
   0.2401000      0.09390024
   0.2283971      0.09274356
   0.2167542      0.09144121
   0.2051804      0.08998692
   0.1936773      0.08837591
   0.1822561      0.08660431
   0.1709289      0.08466715
   0.1597046      0.08255836
   0.1485945      0.08027328
   0.1376178      0.07780767
   0.1267905      0.07515531
   0.1161312      0.07231232
   0.1056692      0.06927697
   0.09544028  0.06604892
   0.08548401  0.06262963
   0.07585307  0.05902889
   0.06662166  0.05526698
   0.05787195  0.05137342
   0.04969922  0.04739770
   0.04220819  0.04340904
   0.03548635  0.03948793
   0.02958081  0.03571150
   0.02448489  0.03214088
   0.02015006  0.02881602
   0.01649652  0.02574382
   0.01342734  0.02290908
   0.01084979  0.02029074
   0.008683489  0.01786749
   0.006864111  0.01561491
   0.005336585  0.01350970
   0.004056242  0.01153518
   0.002987987  0.009678800
   0.002107863  0.007926048
   0.001395334  0.006261688
   0.0008354125  0.004678813
   0.0004178173  0.003177061
   0.0001402450  0.001746407
   0.000006877084  0.0003647611
   0.00005633753 -0.0009873479
   0.0003408764 -0.002333171
   0.0008948937 -0.003663418
   0.001741608 -0.004937774
   0.002841122 -0.006155213
   0.004143334 -0.007334992
   0.005649249 -0.008499793
   0.007369630 -0.009668882
   0.009331257 -0.01084334
   0.01157220 -0.01202590
   0.01414211 -0.01322814
   0.01709916 -0.01446028
   0.02052144 -0.01571850
   0.02451065 -0.01699879
   0.02918653 -0.01830022
   0.03466554 -0.01961028
   0.04104715 -0.02089254
   0.04840369 -0.02210553
   0.05672484 -0.02320668
   0.06590321 -0.02414701
   0.07579370 -0.02489193
   0.08625753 -0.02542769
   0.09716425 -0.02576067
   0.1083839     -0.02590127
   0.1198526     -0.02585882
   0.1315276     -0.02565574
   0.1433476     -0.02530771
   0.1552996     -0.02482723
   0.1673597     -0.02423283
   0.1795005     -0.02353433
   0.1917260     -0.02274290
   0.2040161     -0.02187194
   0.2163605     -0.02092798
   0.2287650     -0.01991949
   0.2412252     -0.01885647
   0.2537317     -0.01774751
   0.2662860     -0.01659832
   0.2788941     -0.01541776
   0.2915474     -0.01421608
   0.3042284     -0.01300127
   0.3169268     -0.01177740
   0.3296365     -0.01055250
   0.3423456     -0.009332500
   0.3550490     -0.008118987
   0.3677355     -0.006914365
   0.3803987     -0.005724987
   0.3930495     -0.004553307
   0.4056924     -0.003399464
   0.4183172     -0.002265503
   0.4309218     -0.001157232
   0.4435193     -0.00007569106
   0.4561077      0.0009788593
   0.4686824      0.002003656
   0.4812439      0.002995855
   0.4937948      0.003953008
   0.5063417      0.004874402
   0.5188807      0.005759916
   0.5314069      0.006606091
   0.5439260      0.007411078
   0.5564400      0.008174107
   0.5689494      0.008894360
   0.5814523      0.009570936
   0.5939459      0.01020153
   0.6064359      0.01078460
   0.6189252      0.01132062
   0.6314092      0.01180912
   0.6438844      0.01224790
   0.6563563      0.01263527
   0.6688290      0.01297171
   0.6812998      0.01325759
   0.6937642      0.01349164
   0.7062236      0.01367205
   0.7186858      0.01379850
   0.7311505      0.01387312
   0.7436072      0.01389466
   0.7560641      0.01386099
   0.7685263      0.01377421
   0.7809869      0.01363513
   0.7934417      0.01344296
   0.8058938      0.01319706
   0.8183358      0.01289859
   0.8307562      0.01254479
   0.8431542      0.01213271
   0.8555232      0.01166024
   0.8678490      0.01112370
   0.8801214      0.01051592
   0.8923394      0.009830090
   0.9044954      0.009061361
   0.9165705      0.008205440
   0.9285308      0.007259226
   0.9403125      0.006224896
   0.9517908      0.005115828
   0.9627215      0.003964164
   0.9727645      0.002809589
   0.9816166      0.001698335
   0.9891259      0.0006712777
   0.9953327     -0.0002580675
   0.9998223     -0.0009837356
